Date,Open,High,Low,Close,Volume
2020-01-02,73.55257221536158,74.6351079723381,73.29187377655026,74.57303619384766,135480400
2020-01-03,73.77851000564671,74.63013293732202,73.61712490660449,73.84803009033203,146322800
2020-01-06,72.94426970350631,74.47619687725036,72.68604899623834,74.43647003173828,118387200
2020-01-07,74.44640703114499,74.70959076467919,73.86045308165262,74.08639526367188,108872000
2020-01-08,73.78098931178974,75.58851894399385,73.78098931178974,75.27816009521484,132079200
2020-01-09,76.28372642255854,77.0757628802537,76.02551329326232,76.87713623046875,170108400
2020-01-10,77.11796856945837,77.63192464360748,76.53449241598865,77.0509262084961,140644800
2020-01-13,77.37619331374594,78.72439041047453,77.25452748571149,78.69707489013672,121532000
2020-01-14,78.6325260146805,78.84853457498383,77.50778577745349,77.63440704345703,161954400
2020-01-15,77.42833325176503,78.33457964667478,76.8572683784327,77.30170440673828,121923600
2020-01-16,77.8603473497217,78.38423704774542,77.4879167161286,78.27001953125,108829200
2020-01-17,78.5257591756761,79.13902862190287,78.21043728328168,79.13655090332031,137816400
2020-01-21,78.7541870361096,79.20854910198965,78.45872477650938,78.60025024414062,110843200
2020-01-22,79.09930752932489,79.44939327854809,78.78398561399639,78.88082122802734,101832400
2020-01-23,78.93544090501604,79.34262782304263,78.37182431910095,79.26069641113281,104472000
2020-01-24,79.51394228058953,80.2786632002839,78.83611578256527,79.03226470947266,146537600
2020-01-27,76.98389275606229,77.40846154864457,75.69776747782747,76.70829772949219,161940000
2020-01-28,77.61454603416206,79.05460812874144,77.51274741776528,78.87832641601562,162234000
2020-01-29,80.55674972422058,81.40092431838949,79.79450653616729,80.52943420410156,216229200
2020-01-30,79.58594989796704,80.46736608034045,79.1415138632275,80.4127426147461,126743200
2020-01-31,79.68277790943284,80.11728033838587,76.54443287698355,76.84734344482422,199588400
2020-02-03,75.55376340982176,77.83552252269456,75.03732956269495,76.63629913330078,173985600
2020-02-04,78.2873976849226,79.36248497209976,77.8702772138465,79.16633605957031,136616400
2020-02-05,80.32584585454788,80.63372703395042,79.19117948154191,79.81189727783203,118826800
2020-02-06,80.0899712509605,80.7479305471307,79.51642865909885,80.74544525146484,105425600
2020-02-07,80.23026554468214,80.48660787438205,79.14267714008058,79.64789581298828,117684000
2020-02-10,78.1919741261337,80.02619171142578,78.10984826795662,80.02619171142578,109348800
2020-02-11,80.53638726596185,80.61104713188863,79.31937828563194,79.54336547851562,94323200
2020-02-12,80.00628584437659,81.43732495178409,80.00628584437659,81.4323501586914,113730400
2020-02-13,80.68322866467365,81.18844737735934,80.47417343133169,80.85246276855469,94747600
2020-02-14,80.8201059846795,81.12871783295763,80.34973361798954,80.87237548828125,80113600
2020-02-18,78.48564222492978,79.57821304895288,78.29898496210971,79.39155578613281,152531200
2020-02-19,79.64043536727276,80.77780215768654,79.64043536727276,80.54136657714844,93984000
2020-02-20,80.29497401045715,80.79770147814295,79.19493725648347,79.715087890625,100566000
2020-02-21,79.29698690149826,79.75243490672933,77.2761120150649,77.9107437133789,129554000
2020-02-24,73.98098369781012,75.70320372757139,71.98250697955598,74.20994567871094,222195200
2020-02-25,74.89934174657407,75.29256304390272,71.21099235883659,71.69629669189453,230673600
2020-02-26,71.31054185951835,74.13529001433187,71.3030758726552,72.83366394042969,198054800
2020-02-27,69.95914950149889,71.17864220202321,67.93329219317594,68.07266235351562,320605600
2020-02-28,64.02593366540378,69.28966706677343,63.80443006329317,68.0328369140625,426884800
2020-03-02,70.25281183471817,75.02128334473507,69.11793634996542,74.36673736572266,341397200
2020-03-03,75.57629076548592,75.65841662589851,71.12886364512217,72.00491333007812,319475600
2020-03-04,73.77690773654865,75.50908505134933,72.95312760405172,75.3448257446289,219178400
2020-03-05,73.54793608016762,74.55090746498709,72.5250579292309,72.90086364746094,187572800
2020-03-06,70.18313862358892,72.37823010123684,69.99150654669114,71.9327392578125,226176800
2020-03-09,65.64113933451573,69.2100253920396,65.45448206626591,66.24342346191406,286744800
2020-03-10,68.97359976324151,71.28814693048824,67.03982553731151,71.0143814086914,285290000
2020-03-11,69.03581489797509,69.98900798388976,67.65952138069295,68.54801177978516,255598800
2020-03-12,63.69741817845798,67.19661930190439,61.72133921063811,61.77857971191406,418474000
2020-03-13,65.92486114940911,69.66547245148477,62.95327307331057,69.18016052246094,370732000
2020-03-16,60.21563563154451,64.478885173114,59.73032748027764,60.28034591674805,322423600
2020-03-17,61.599387616320456,64.11303661948592,59.33212378360091,62.930877685546875,324056000
2020-03-18,59.673085903252506,62.2190900028548,59.01356127069111,61.39033126831055,300233600
2020-03-19,61.569519815243964,62.92589515752006,60.37989117105927,60.919952392578125,271857200
2020-03-20,61.51725643397099,62.67453377882665,56.743809703655074,57.05241775512695,401693200
2020-03-23,56.76371836647959,56.868245977778486,52.91360092798734,55.84038543701172,336752800
2020-03-24,58.82441608789229,61.644185677778445,58.31173139837696,61.442596435546875,287531200
2020-03-25,62.40574440152168,64.27231701572472,60.8004927128174,61.104122161865234,303602000
2020-03-26,61.353004678332105,64.37933849492906,61.31318354714676,64.31961059570312,252087200
2020-03-27,62.90349678804161,63.67998977649941,61.48490236776228,61.6566276550293,204216800
2020-03-30,62.40325868057051,63.59288735482451,62.06976147840647,63.41618347167969,167976400
2020-03-31,63.612801098550506,65.3275553224257,62.71684465587436,63.28676986694336,197002000
2020-04-01,61.34802415595926,61.900529991715665,59.51380655564071,59.95680618286133,176218400
2020-04-02,59.814945219945805,61.012039939340205,58.958809908618285,60.9572868347168,165934000
2020-04-03,60.42717958826795,61.14891949677357,59.473982695518316,60.081241607666016,32470000
2020-04-06,62.44307712580206,65.48185535091987,62.064787793319084,65.32257843017578,50455100
2020-04-07,67.39571734880221,67.61971215586088,64.45897924738755,64.56599426269531,50721800
2020-04-08,65.38977382676086,66.54207261399091,65.01397567960856,66.21853637695312,42223800
2020-04-09,66.87308066911937,67.2140400655685,65.87757523359905,66.69637298583984,40529100
2020-04-13,66.77602036117872,68.11746768399983,66.15880420961572,68.0054702758789,32755700
2020-04-14,69.68538135120211,71.73861133744288,69.20006940732185,71.43995666503906,48748700
2020-04-15,70.28268411375842,71.26076640756528,69.8421756809632,70.78790283203125,32731400
2020-04-16,71.52208998209953,71.72617042135163,70.27024218757596,71.3503646850586,157125200
2020-04-17,70.85261263939063,71.41507565218302,68.90390645698547,70.38223266601562,215250000
2020-04-20,69.17518442109501,70.10348834439426,68.9014189174679,68.92132568359375,130015200
2020-04-21,68.75955986302877,69.00097023401776,66.05924986054872,66.79094696044922,180991600
2020-04-22,68.09505256787179,69.16273420605366,67.74414360790537,68.71475982666016,117057200
2020-04-23,68.65751866620394,70.12091284514528,68.40864231182898,68.4484634399414,124814400
2020-04-24,68.98853139667644,70.43450246931225,68.93875308564886,70.42454528808594,126508800
2020-04-27,70.13335247820163,70.81527884271054,69.67293730621822,70.47431945800781,117087600
2020-04-28,70.94966648922986,71.13632375165902,69.23740358176654,69.33197021484375,112004800
2020-04-29,70.86257042592048,72.09202028157752,70.65351518989146,71.60919952392578,137280800
2020-04-30,72.1641887160612,73.30155552768147,71.76350141379851,73.119873046875,183064000
2020-05-01,71.24085486166639,74.41402830965328,71.14130584114238,71.94268798828125,240616800
2020-05-04,71.96757993715576,73.09249834346136,71.2582807963325,72.9605941772461,133568000
2020-05-05,73.43345790598175,74.91178408659461,73.284130571506,74.05564880371094,147751200
2020-05-06,74.77738219984455,75.46925811393166,74.38166973483712,74.81969451904297,142333600
2020-05-07,75.46428363250901,75.94959553042419,75.1531882095129,75.59369659423828,115215200
2020-05-08,76.27248228740827,77.44786091132474,75.9355881908132,77.39295959472656,134048000
2020-05-11,76.88637179344583,79.11984016763543,76.67175479067696,78.61076354980469,145946400
2020-05-12,79.3144942463424,79.77866132995243,77.58761205177144,77.71238708496094,162301200
2020-05-13,77.89704595568288,78.84534070742735,75.66606791743541,76.7740707397461,200622400
2020-05-14,75.99049104458201,77.30811505392865,75.24682912573863,77.2457275390625,158929200
2020-05-15,74.95236244529893,76.83646236211779,74.91742178119347,76.78904724121094,166348400
2020-05-18,78.15159275273814,78.9825910709339,77.44037358489093,78.59828186035156,135372400
2020-05-19,78.61575729977,79.48668459655867,78.11166890608567,78.14411163330078,101729600
2020-05-20,79.0275145158214,79.73623580231995,78.98758559065283,79.66387176513672,111504800
2020-05-21,79.52162366258825,80.07812304242965,78.82537685729436,79.06993865966797,102688800
2020-05-22,78.80042265504457,79.66387137825191,78.69561589069188,79.57902526855469,81803200
2020-05-26,80.72944445156378,80.91410905904655,78.98259403066442,79.03999328613281,125522000
2020-05-27,78.89276257095733,79.53410046121029,78.13163029012716,79.38436889648438,112945200
2020-05-28,79.04996707616485,80.714469270649,78.76548397758478,79.41930389404297,133560800
2020-05-29,79.6688594436805,80.14300305114445,78.97511055722347,79.34194946289062,153598000
2020-06-01,79.29453122355432,80.44246301774396,79.15977205934882,80.31768798828125,80791200
2020-06-02,80.0431804292602,80.7144706888787,79.58899749976678,80.68951416015625,87642800
2020-06-03,81.0189218754912,81.40323109307647,80.42997978478076,81.13371276855469,104491200
2020-06-04,80.95154510633601,81.25848679658452,80.05066545755263,80.43497467041016,87560400
2020-06-05,80.69201386005928,82.7882328522511,80.66206907120366,82.72584533691406,137250400
2020-06-08,82.41390465654362,83.24989885370934,81.6827248320888,83.21495819091797,95654400
2020-06-09,82.88555800526919,86.2469898978549,82.85311527997237,85.84272003173828,147712400
2020-06-10,86.8184611534209,88.53286878397465,86.36677617070913,88.05123901367188,166651600
2020-06-11,87.17032724870819,87.60703983566944,83.71905341235768,83.82386016845703,201662400
2020-06-12,86.02489366514345,86.7935044693642,83.40461813635072,84.54755401611328,200146000
2020-06-15,83.16255508895021,86.26446041724701,82.99535320269577,85.59317016601562,138808800
2020-06-16,87.70686007963431,88.14108235339977,86.02489514821484,87.86157989501953,165428800
2020-06-17,88.62770118215053,88.69008869637359,87.61452856042105,87.73930358886719,114406400
2020-06-18,87.6943883680692,88.20347262790311,87.1478731219968,87.77424621582031,96820400
2020-06-19,88.5004336434106,88.97956547602462,86.1321984834121,87.27264404296875,264476000
2020-06-22,87.67691859563493,89.70326389735776,87.629503474209,89.5560302734375,135445200
2020-06-23,90.83622135880782,92.92745206903597,90.40449701565596,91.46758270263672,212155600
2020-06-24,91.08577477067742,92.03157166027111,89.46868758927414,89.85299682617188,192623200
2020-06-25,90.01271172016192,91.08577395611924,89.2316187962238,91.04584503173828,137522400
2020-06-26,90.93853957838112,91.16563105010685,88.09616069883289,88.2483901977539,205256800
2020-06-29,88.15355726056949,90.37954711044021,87.66194334574247,90.28221893310547,130646000
2020-06-30,89.85798157536482,91.33033301077744,89.83802092160747,91.03585815429688,140223200
2020-07-01,91.11571835133266,91.67470805892054,90.81376490560851,90.8636703491211,110737200
2020-07-02,91.79699276920309,92.45081271982755,90.74638912981791,90.8636703491211,114041600
2020-07-06,92.33351941015077,93.77591840874227,92.30107668482486,93.2942886352539,118655600
2020-07-07,93.68359062801716,94.484644202678,92.89002325066478,93.00481414794922,112424400
2020-07-08,94.01049980001461,95.20334879350857,93.92065781741698,95.17090606689453,117092000
2020-07-09,96.08924631025288,96.14414762736723,94.50211160475985,95.58016967773438,125642800
2020-07-10,95.16342161610781,95.80726505360556,94.53455818903753,95.74736785888672,90257200
2020-07-13,97.08994546338772,99.77510653850626,95.08605879180672,95.3056640625,191649200
2020-07-14,94.66930475500895,97.07995918862098,93.70854314039983,96.88282012939453,170989200
2020-07-15,98.81184075072206,99.06887701082327,96.31634012229726,97.54911804199219,153198000
2020-07-16,96.38870669282609,97.22968914177584,95.73238884363485,96.3487777709961,110577600
2020-07-17,96.81294481496211,96.97265288660479,95.66750338520248,96.15412902832031,92186800
2020-07-20,96.24397761724222,98.32272632287184,95.88961317148097,98.18048095703125,90318000
2020-07-21,98.99401484546732,99.07137475554477,96.56838793473526,96.82542419433594,103646000
2020-07-22,96.51847701231766,97.79867007904836,96.42864264339941,97.0974349975586,89001600
2020-07-23,96.82292505025492,96.9027828969732,91.84440593767411,92.67790222167969,197004400
2020-07-24,90.82374517952034,92.8026752795444,88.9845548847891,92.44831085205078,185438800
2020-07-27,93.54133982369241,94.73418875800942,93.31175804247465,94.63935852050781,121214000
2020-07-28,94.1976621641264,94.37983645094087,93.07967514524547,93.08467102050781,103625600
2020-07-29,93.5812706915415,95.05861036908382,93.54383970639755,94.86894989013672,90329200
2020-07-30,94.0179854256677,96.1241885485044,93.59874315119701,96.01688385009766,158130000
2020-07-31,102.69983040567483,106.22347591705851,100.64353280108251,106.06875610351562,374336800
2020-08-03,108.00526408812034,111.43657745017626,107.69832238503018,108.74143981933594,308151200
2020-08-04,108.93608564121696,110.59060373100559,108.19242373269705,109.4676284790039,173071600
2020-08-05,109.18064569487687,110.19381829681197,108.70150624411282,109.86441040039062,121992000
2020-08-06,110.20629914310179,114.20658640424803,109.59989430929976,113.69750213623047,202428800
2020-08-07,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,198045600
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,212403600
2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,187902400
2020-08-12,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,165944800
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,210082000
2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,165565200
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,119561600
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,105633600
2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,145538000
2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,126907200
2020-08-21,119.26249694824219,124.86750030517578,119.25,124.37000274658203,338054800
2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,345937600
2020-08-25,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,211495600
2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,163022400
2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,155552400
2020-08-28,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,187630000
2020-08-31,127.58000183105469,131.0,126.0,129.0399932861328,225702700
2020-09-01,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,152470100
2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,200119000
2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341797,257599600
2020-09-04,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,332607200
2020-09-08,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,231366600
2020-09-09,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,176940500
2020-09-10,120.36000061035156,120.5,112.5,113.48999786376953,182274400
2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,180860300
2020-09-14,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,140150100
2020-09-15,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,184642000
2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341797,154679000
2020-09-17,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,178011000
2020-09-18,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,287104900
2020-09-21,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,195713800
2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,183055400
2020-09-23,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,150718700
2020-09-24,105.16999816894531,110.25,105.0,108.22000122070312,167743300
2020-09-25,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,149981400
2020-09-28,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,137672400
2020-09-29,114.55000305175781,115.30999755859375,113.56999969482422,114.08999633789062,99382200
2020-09-30,113.79000091552734,117.26000213623047,113.62000274658203,115.80999755859375,142675200
2020-10-01,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,116120400
2020-10-02,112.88999938964844,115.37000274658203,112.22000122070312,113.0199966430664,144712000
2020-10-05,113.91000366210938,116.6500015258789,113.55000305175781,116.5,106243800
2020-10-06,115.69999694824219,116.12000274658203,112.25,113.16000366210938,161498200
2020-10-07,114.62000274658203,115.55000305175781,114.12999725341797,115.08000183105469,96849000
2020-10-08,116.25,116.4000015258789,114.58999633789062,114.97000122070312,83477200
2020-10-09,115.27999877929688,117.0,114.91999816894531,116.97000122070312,100506900
2020-10-12,120.05999755859375,125.18000030517578,119.27999877929688,124.4000015258789,240226800
2020-10-13,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,262330500
2020-10-14,121.0,123.02999877929688,119.62000274658203,121.19000244140625,150712000
2020-10-15,118.72000122070312,120.6500015258789,118.1500015258789,120.20010375976562,73760198
